angry0,angry1,angry2,angry3,box0,box1,box2,box3,disgust0,disgust1,disgust2,disgust3,fear0,fear1,fear2,fear3,happy0,happy1,happy2,happy3,neutral0,neutral1,neutral2,neutral3,sad0,sad1,sad2,sad3,surprise0,surprise1,surprise2,surprise3
0.67,,,,"[149, 236, 99, 126]",,,,0.02,,,,0.06,,,,0.0,,,,0.13,,,,0.11,,,,0.0,,,
0.35,,,,"[152, 238, 102, 128]",,,,0.01,,,,0.16,,,,0.0,,,,0.29,,,,0.18,,,,0.0,,,
0.15,,,,"[152, 240, 101, 126]",,,,0.0,,,,0.16,,,,0.0,,,,0.43,,,,0.26,,,,0.0,,,
0.22,,,,"[152, 240, 100, 126]",,,,0.0,,,,0.17,,,,0.0,,,,0.36,,,,0.24,,,,0.0,,,
0.17,,,,"[152, 240, 100, 127]",,,,0.01,,,,0.16,,,,0.0,,,,0.43,,,,0.22,,,,0.0,,,
0.16,,,,"[152, 240, 100, 127]",,,,0.01,,,,0.17,,,,0.0,,,,0.46,,,,0.2,,,,0.0,,,
0.2,,,,"[152, 239, 100, 128]",,,,0.01,,,,0.14,,,,0.0,,,,0.46,,,,0.19,,,,0.0,,,
0.19,,,,"[151, 238, 102, 129]",,,,0.0,,,,0.13,,,,0.01,,,,0.51,,,,0.15,,,,0.0,,,
0.15,,,,"[152, 239, 101, 128]",,,,0.0,,,,0.15,,,,0.01,,,,0.51,,,,0.18,,,,0.0,,,
0.11,,,,"[153, 241, 99, 125]",,,,0.0,,,,0.17,,,,0.0,,,,0.38,,,,0.32,,,,0.0,,,
0.11,,,,"[153, 241, 99, 124]",,,,0.0,,,,0.19,,,,0.0,,,,0.44,,,,0.24,,,,0.01,,,
0.1,,,,"[154, 242, 99, 124]",,,,0.01,,,,0.26,,,,0.0,,,,0.4,,,,0.22,,,,0.0,,,
0.13,,,,"[152, 239, 101, 128]",,,,0.0,,,,0.14,,,,0.01,,,,0.57,,,,0.15,,,,0.0,,,
0.26,,,,"[150, 237, 102, 129]",,,,0.03,,,,0.21,,,,0.0,,,,0.27,,,,0.22,,,,0.0,,,
0.26,,,,"[150, 237, 102, 129]",,,,0.03,,,,0.2,,,,0.0,,,,0.26,,,,0.23,,,,0.0,,,
0.36,,,,"[152, 236, 99, 127]",,,,0.18,,,,0.17,,,,0.0,,,,0.08,,,,0.21,,,,0.0,,,
0.54,,,,"[149, 235, 101, 129]",,,,0.1,,,,0.11,,,,0.0,,,,0.09,,,,0.16,,,,0.0,,,
0.6,,,,"[147, 234, 101, 128]",,,,0.08,,,,0.08,,,,0.0,,,,0.11,,,,0.13,,,,0.0,,,
0.47,,,,"[147, 234, 102, 129]",,,,0.06,,,,0.11,,,,0.01,,,,0.21,,,,0.14,,,,0.0,,,
0.53,,,,"[147, 235, 101, 128]",,,,0.03,,,,0.06,,,,0.0,,,,0.25,,,,0.13,,,,0.0,,,
0.49,,,,"[148, 235, 101, 129]",,,,0.01,,,,0.07,,,,0.0,,,,0.32,,,,0.11,,,,0.0,,,
0.37,,,,"[145, 233, 104, 136]",,,,0.0,,,,0.07,,,,0.01,,,,0.42,,,,0.11,,,,0.0,,,
0.32,,,,"[144, 233, 103, 135]",,,,0.0,,,,0.07,,,,0.01,,,,0.48,,,,0.11,,,,0.0,,,
0.27,,,,"[142, 232, 107, 137]",,,,0.0,,,,0.06,,,,0.01,,,,0.56,,,,0.1,,,,0.0,,,
0.26,,,,"[143, 234, 106, 136]",,,,0.0,,,,0.06,,,,0.02,,,,0.54,,,,0.1,,,,0.01,,,
0.28,,,,"[144, 232, 103, 133]",,,,0.01,,,,0.08,,,,0.01,,,,0.53,,,,0.09,,,,0.01,,,
0.25,,,,"[145, 232, 103, 133]",,,,0.0,,,,0.09,,,,0.01,,,,0.57,,,,0.07,,,,0.01,,,
0.28,,,,"[143, 231, 103, 135]",,,,0.0,,,,0.07,,,,0.01,,,,0.54,,,,0.09,,,,0.0,,,
0.29,0.02,,,"[140, 227, 102, 142]","[283, 613, 13, 16]",,,0.0,0.0,,,0.05,0.26,,,0.02,0.55,,,0.55,0.09,,,0.09,0.05,,,0.01,0.03,,
0.15,,,,"[141, 228, 101, 142]",,,,0.0,,,,0.02,,,,0.03,,,,0.75,,,,0.03,,,,0.01,,,
0.12,,,,"[141, 229, 101, 141]",,,,0.0,,,,0.03,,,,0.04,,,,0.75,,,,0.05,,,,0.0,,,
0.15,,,,"[141, 240, 102, 128]",,,,0.0,,,,0.07,,,,0.03,,,,0.62,,,,0.12,,,,0.01,,,
0.14,,,,"[141, 240, 101, 128]",,,,0.0,,,,0.07,,,,0.03,,,,0.63,,,,0.12,,,,0.01,,,
0.12,,,,"[139, 238, 103, 130]",,,,0.0,,,,0.02,,,,0.03,,,,0.76,,,,0.06,,,,0.0,,,
0.09,,,,"[133, 235, 106, 136]",,,,0.0,,,,0.02,,,,0.01,,,,0.75,,,,0.12,,,,0.0,,,
0.13,,,,"[131, 233, 106, 137]",,,,0.0,,,,0.02,,,,0.07,,,,0.69,,,,0.09,,,,0.0,,,
0.1,,,,"[131, 234, 105, 135]",,,,0.0,,,,0.02,,,,0.03,,,,0.76,,,,0.08,,,,0.0,,,
0.1,,,,"[132, 234, 105, 135]",,,,0.0,,,,0.01,,,,0.03,,,,0.79,,,,0.07,,,,0.0,,,
0.07,,,,"[135, 233, 101, 139]",,,,0.0,,,,0.01,,,,0.01,,,,0.82,,,,0.09,,,,0.0,,,
0.12,,,,"[132, 233, 102, 138]",,,,0.0,,,,0.01,,,,0.04,,,,0.72,,,,0.1,,,,0.0,,,
0.14,,,,"[133, 236, 102, 131]",,,,0.0,,,,0.04,,,,0.02,,,,0.69,,,,0.1,,,,0.0,,,
0.05,,,,"[127, 234, 107, 141]",,,,0.0,,,,0.01,,,,0.05,,,,0.74,,,,0.14,,,,0.0,,,
0.1,,,,"[122, 232, 109, 141]",,,,0.0,,,,0.02,,,,0.02,,,,0.72,,,,0.13,,,,0.0,,,
0.11,,,,"[119, 231, 109, 143]",,,,0.0,,,,0.02,,,,0.04,,,,0.67,,,,0.16,,,,0.0,,,
0.07,,,,"[120, 231, 108, 143]",,,,0.0,,,,0.02,,,,0.04,,,,0.76,,,,0.11,,,,0.0,,,
0.06,,,,"[121, 233, 106, 139]",,,,0.0,,,,0.02,,,,0.02,,,,0.82,,,,0.07,,,,0.0,,,
0.08,,,,"[118, 232, 104, 142]",,,,0.0,,,,0.03,,,,0.05,,,,0.74,,,,0.09,,,,0.01,,,
0.08,,,,"[116, 235, 104, 138]",,,,0.0,,,,0.03,,,,0.03,,,,0.79,,,,0.07,,,,0.01,,,
0.09,,,,"[115, 235, 105, 139]",,,,0.0,,,,0.03,,,,0.02,,,,0.78,,,,0.08,,,,0.0,,,
0.16,,,,"[115, 237, 107, 140]",,,,0.01,,,,0.03,,,,0.03,,,,0.66,,,,0.11,,,,0.0,,,
0.16,,,,"[115, 237, 107, 140]",,,,0.01,,,,0.03,,,,0.03,,,,0.66,,,,0.1,,,,0.0,,,
0.19,,,,"[114, 237, 106, 141]",,,,0.01,,,,0.04,,,,0.03,,,,0.61,,,,0.12,,,,0.0,,,
0.13,,,,"[111, 237, 108, 142]",,,,0.01,,,,0.05,,,,0.03,,,,0.66,,,,0.12,,,,0.0,,,
0.3,0.01,,,"[111, 232, 105, 144]","[283, 614, 12, 13]",,,0.01,0.0,,,0.06,0.1,,,0.03,0.83,,,0.51,0.02,,,0.09,0.03,,,0.01,0.01,,
0.35,0.01,,,"[110, 232, 105, 144]","[283, 613, 13, 15]",,,0.01,0.0,,,0.07,0.07,,,0.04,0.86,,,0.45,0.02,,,0.08,0.04,,,0.01,0.01,,
0.33,,,,"[110, 233, 104, 143]",,,,0.01,,,,0.07,,,,0.05,,,,0.48,,,,0.06,,,,0.01,,,
0.37,,,,"[110, 232, 104, 144]",,,,0.0,,,,0.06,,,,0.06,,,,0.44,,,,0.06,,,,0.01,,,
0.38,,,,"[109, 233, 104, 143]",,,,0.01,,,,0.07,,,,0.05,,,,0.41,,,,0.07,,,,0.01,,,
0.32,0.02,,,"[109, 234, 104, 142]","[283, 613, 13, 15]",,,0.0,0.0,,,0.06,0.12,,,0.04,0.75,,,0.51,0.03,,,0.05,0.05,,,0.01,0.02,,
0.35,,,,"[111, 234, 101, 142]",,,,0.0,,,,0.09,,,,0.04,,,,0.47,,,,0.04,,,,0.01,,,
0.32,,,,"[107, 233, 105, 144]",,,,0.0,,,,0.1,,,,0.03,,,,0.5,,,,0.04,,,,0.01,,,
0.32,,,,"[107, 233, 105, 144]",,,,0.0,,,,0.1,,,,0.03,,,,0.51,,,,0.04,,,,0.01,,,
0.31,0.04,,,"[107, 233, 104, 144]","[283, 613, 12, 13]",,,0.0,0.0,,,0.1,0.12,,,0.04,0.68,,,0.5,0.1,,,0.04,0.04,,,0.01,0.01,,
0.46,,,,"[101, 231, 110, 147]",,,,0.0,,,,0.05,,,,0.08,,,,0.34,,,,0.05,,,,0.01,,,
0.24,,,,"[98, 237, 112, 145]",,,,0.01,,,,0.08,,,,0.04,,,,0.51,,,,0.13,,,,0.0,,,
0.2,,,,"[104, 233, 108, 145]",,,,0.0,,,,0.12,,,,0.06,,,,0.56,,,,0.04,,,,0.02,,,
0.18,0.08,,,"[103, 233, 109, 145]","[282, 610, 13, 17]",,,0.0,0.01,,,0.09,0.42,,,0.07,0.3,,,0.59,0.1,,,0.05,0.07,,,0.02,0.04,,
0.11,,,,"[106, 236, 108, 141]",,,,0.0,,,,0.04,,,,0.05,,,,0.76,,,,0.03,,,,0.01,,,
0.15,,,,"[106, 236, 107, 141]",,,,0.0,,,,0.07,,,,0.06,,,,0.65,,,,0.05,,,,0.02,,,
0.13,,,,"[104, 234, 109, 144]",,,,0.0,,,,0.09,,,,0.07,,,,0.63,,,,0.06,,,,0.01,,,
0.13,,,,"[104, 234, 109, 144]",,,,0.0,,,,0.09,,,,0.04,,,,0.66,,,,0.07,,,,0.01,,,
0.21,,,,"[105, 235, 109, 143]",,,,0.0,,,,0.1,,,,0.05,,,,0.55,,,,0.07,,,,0.01,,,
0.22,,,,"[108, 237, 108, 139]",,,,0.0,,,,0.12,,,,0.07,,,,0.53,,,,0.05,,,,0.01,,,
0.1,,,,"[109, 237, 106, 139]",,,,0.0,,,,0.05,,,,0.08,,,,0.72,,,,0.04,,,,0.0,,,
0.23,,,,"[110, 238, 106, 139]",,,,0.0,,,,0.06,,,,0.11,,,,0.55,,,,0.05,,,,0.0,,,
0.17,,,,"[110, 234, 105, 142]",,,,0.0,,,,0.07,,,,0.16,,,,0.55,,,,0.05,,,,0.01,,,
0.26,0.38,,,"[109, 231, 107, 146]","[94, 269, 31, 37]",,,0.0,0.02,,,0.06,0.06,,,0.13,0.13,,,0.47,0.06,,,0.07,0.26,,,0.01,0.1,,
0.21,,,,"[111, 232, 106, 142]",,,,0.0,,,,0.03,,,,0.17,,,,0.54,,,,0.04,,,,0.01,,,
0.22,,,,"[112, 233, 104, 141]",,,,0.0,,,,0.05,,,,0.19,,,,0.47,,,,0.06,,,,0.01,,,
0.29,,,,"[113, 234, 107, 141]",,,,0.0,,,,0.04,,,,0.16,,,,0.43,,,,0.07,,,,0.0,,,
0.26,,,,"[114, 234, 105, 140]",,,,0.0,,,,0.04,,,,0.14,,,,0.51,,,,0.06,,,,0.0,,,
0.29,,,,"[115, 233, 106, 141]",,,,0.0,,,,0.05,,,,0.14,,,,0.47,,,,0.05,,,,0.0,,,
0.2,,,,"[117, 232, 105, 142]",,,,0.0,,,,0.04,,,,0.13,,,,0.57,,,,0.06,,,,0.01,,,
0.38,0.02,,,"[116, 231, 106, 137]","[283, 613, 13, 15]",,,0.0,0.0,,,0.06,0.12,,,0.09,0.75,,,0.4,0.03,,,0.06,0.05,,,0.01,0.03,,
0.35,0.02,,,"[117, 232, 106, 135]","[283, 613, 13, 15]",,,0.0,0.0,,,0.06,0.12,,,0.09,0.76,,,0.43,0.03,,,0.05,0.04,,,0.02,0.02,,
0.19,,,,"[118, 232, 105, 140]",,,,0.0,,,,0.05,,,,0.07,,,,0.6,,,,0.08,,,,0.0,,,
0.24,,,,"[117, 231, 106, 140]",,,,0.0,,,,0.07,,,,0.16,,,,0.44,,,,0.08,,,,0.01,,,
0.19,,,,"[119, 231, 105, 140]",,,,0.0,,,,0.06,,,,0.09,,,,0.58,,,,0.08,,,,0.01,,,
0.23,,,,"[119, 232, 105, 138]",,,,0.0,,,,0.05,,,,0.09,,,,0.56,,,,0.08,,,,0.0,,,
0.21,,,,"[120, 232, 105, 139]",,,,0.0,,,,0.04,,,,0.1,,,,0.56,,,,0.08,,,,0.0,,,
0.26,,,,"[120, 232, 105, 139]",,,,0.0,,,,0.03,,,,0.06,,,,0.57,,,,0.08,,,,0.0,,,
0.15,,,,"[121, 233, 105, 138]",,,,0.0,,,,0.03,,,,0.04,,,,0.68,,,,0.09,,,,0.0,,,
0.17,,,,"[120, 232, 105, 138]",,,,0.0,,,,0.03,,,,0.03,,,,0.68,,,,0.08,,,,0.01,,,
0.22,,,,"[122, 232, 103, 136]",,,,0.0,,,,0.02,,,,0.03,,,,0.66,,,,0.07,,,,0.01,,,
0.07,0.1,,,"[34, 258, 106, 130]","[202, 224, 85, 114]",,,0.01,0.01,,,0.04,0.11,,,0.02,0.04,,,0.57,0.36,,,0.28,0.39,,,0.0,0.0,,
0.06,0.1,,,"[34, 257, 106, 131]","[202, 224, 86, 114]",,,0.01,0.01,,,0.06,0.13,,,0.02,0.03,,,0.56,0.33,,,0.29,0.4,,,0.0,0.0,,
0.09,0.14,,,"[35, 256, 106, 132]","[201, 224, 86, 114]",,,0.22,0.01,,,0.07,0.13,,,0.02,0.03,,,0.22,0.35,,,0.38,0.35,,,0.0,0.0,,
0.08,0.13,,,"[35, 256, 106, 132]","[202, 225, 87, 112]",,,0.19,0.01,,,0.07,0.13,,,0.01,0.02,,,0.17,0.44,,,0.48,0.28,,,0.0,0.0,,
0.08,0.13,,,"[35, 256, 105, 132]","[202, 225, 87, 112]",,,0.2,0.01,,,0.07,0.14,,,0.01,0.02,,,0.16,0.42,,,0.49,0.29,,,0.0,0.0,,
0.11,0.18,,,"[35, 257, 106, 132]","[202, 225, 87, 113]",,,0.2,0.0,,,0.09,0.17,,,0.01,0.02,,,0.16,0.44,,,0.42,0.2,,,0.0,0.0,,
0.08,0.22,,,"[35, 256, 106, 132]","[202, 225, 86, 113]",,,0.22,0.0,,,0.07,0.15,,,0.01,0.02,,,0.14,0.46,,,0.49,0.15,,,0.0,0.0,,
0.1,0.17,,,"[36, 256, 106, 132]","[202, 224, 86, 114]",,,0.23,0.0,,,0.06,0.14,,,0.01,0.02,,,0.12,0.55,,,0.49,0.11,,,0.0,0.0,,
0.14,0.2,,,"[36, 257, 106, 131]","[201, 224, 88, 114]",,,0.31,0.0,,,0.07,0.13,,,0.01,0.03,,,0.09,0.55,,,0.39,0.1,,,0.0,0.0,,
0.15,0.22,,,"[36, 256, 106, 132]","[202, 225, 86, 113]",,,0.39,0.0,,,0.04,0.11,,,0.02,0.03,,,0.12,0.52,,,0.27,0.11,,,0.0,0.0,,
0.15,0.23,,,"[36, 256, 106, 132]","[202, 225, 86, 113]",,,0.42,0.0,,,0.04,0.12,,,0.02,0.03,,,0.11,0.52,,,0.26,0.11,,,0.0,0.0,,
0.15,0.24,,,"[36, 256, 106, 132]","[202, 225, 87, 113]",,,0.48,0.0,,,0.03,0.11,,,0.01,0.03,,,0.09,0.51,,,0.23,0.11,,,0.0,0.0,,
0.08,0.25,,,"[34, 255, 107, 132]","[202, 225, 86, 113]",,,0.64,0.0,,,0.02,0.13,,,0.01,0.02,,,0.06,0.47,,,0.19,0.13,,,0.0,0.0,,
0.08,0.27,,,"[35, 257, 106, 130]","[202, 230, 86, 108]",,,0.69,0.0,,,0.02,0.1,,,0.01,0.04,,,0.08,0.52,,,0.12,0.06,,,0.0,0.0,,
0.1,0.28,,,"[34, 255, 107, 132]","[203, 230, 84, 108]",,,0.68,0.0,,,0.02,0.09,,,0.01,0.05,,,0.06,0.51,,,0.14,0.06,,,0.0,0.0,,
0.06,0.27,,,"[34, 255, 107, 131]","[202, 230, 86, 108]",,,0.76,0.0,,,0.01,0.09,,,0.01,0.05,,,0.06,0.52,,,0.1,0.06,,,0.0,0.0,,
0.06,0.26,,,"[33, 255, 108, 131]","[203, 230, 84, 108]",,,0.75,0.0,,,0.01,0.09,,,0.01,0.06,,,0.05,0.53,,,0.1,0.06,,,0.0,0.0,,
0.05,0.38,,,"[33, 255, 108, 132]","[201, 228, 87, 110]",,,0.86,0.0,,,0.01,0.13,,,0.0,0.04,,,0.03,0.37,,,0.05,0.08,,,0.0,0.0,,
0.05,0.37,,,"[32, 255, 108, 132]","[201, 228, 87, 110]",,,0.79,0.0,,,0.01,0.13,,,0.01,0.04,,,0.08,0.37,,,0.06,0.08,,,0.0,0.0,,
0.38,0.09,,,"[201, 228, 87, 110]","[31, 254, 109, 132]",,,0.0,0.67,,,0.13,0.02,,,0.04,0.01,,,0.36,0.07,,,0.08,0.14,,,0.0,0.0,,
0.38,0.09,,,"[201, 228, 87, 110]","[31, 254, 108, 132]",,,0.0,0.67,,,0.13,0.02,,,0.04,0.01,,,0.36,0.08,,,0.08,0.14,,,0.0,0.0,,
0.39,0.08,,,"[201, 228, 87, 110]","[31, 254, 109, 132]",,,0.0,0.76,,,0.13,0.02,,,0.04,0.0,,,0.36,0.04,,,0.08,0.1,,,0.0,0.0,,
0.07,0.39,,,"[31, 254, 109, 132]","[201, 228, 87, 110]",,,0.76,0.0,,,0.02,0.13,,,0.0,0.04,,,0.04,0.36,,,0.11,0.08,,,0.0,0.0,,
0.39,0.11,0.0,,"[201, 228, 87, 110]","[31, 254, 108, 132]","[283, 614, 12, 14]",,0.0,0.56,0.0,,0.13,0.03,0.08,,0.04,0.01,0.87,,0.36,0.1,0.02,,0.08,0.2,0.02,,0.0,0.0,0.01,
0.4,0.14,,,"[201, 228, 87, 110]","[30, 254, 109, 132]",,,0.0,0.55,,,0.13,0.03,,,0.03,0.01,,,0.34,0.09,,,0.09,0.18,,,0.0,0.0,,
0.38,0.18,,,"[202, 228, 86, 110]","[30, 254, 109, 132]",,,0.0,0.48,,,0.13,0.04,,,0.04,0.01,,,0.36,0.11,,,0.09,0.17,,,0.0,0.0,,
0.36,0.16,,,"[201, 229, 87, 109]","[30, 253, 109, 132]",,,0.0,0.57,,,0.11,0.03,,,0.04,0.01,,,0.42,0.07,,,0.06,0.16,,,0.0,0.0,,
0.34,0.25,,,"[201, 228, 87, 110]","[28, 253, 108, 135]",,,0.0,0.33,,,0.13,0.04,,,0.04,0.02,,,0.42,0.23,,,0.07,0.12,,,0.0,0.0,,
0.36,0.25,0.02,,"[201, 228, 87, 109]","[28, 253, 108, 135]","[283, 613, 12, 16]",,0.0,0.31,0.0,,0.16,0.04,0.2,,0.03,0.03,0.58,,0.36,0.24,0.1,,0.09,0.12,0.04,,0.0,0.0,0.06,
0.24,0.34,,,"[28, 252, 107, 133]","[201, 228, 86, 109]",,,0.44,0.0,,,0.03,0.14,,,0.04,0.04,,,0.14,0.39,,,0.11,0.08,,,0.01,0.0,,
0.38,0.31,,,"[28, 252, 106, 133]","[201, 228, 86, 109]",,,0.24,0.0,,,0.04,0.13,,,0.03,0.04,,,0.18,0.42,,,0.13,0.08,,,0.01,0.0,,
0.31,0.29,,,"[201, 228, 86, 109]","[27, 253, 107, 131]",,,0.0,0.2,,,0.13,0.08,,,0.04,0.03,,,0.43,0.21,,,0.08,0.18,,,0.0,0.01,,
0.33,0.34,,,"[200, 227, 87, 110]","[27, 253, 106, 133]",,,0.0,0.31,,,0.13,0.04,,,0.03,0.01,,,0.4,0.16,,,0.1,0.13,,,0.0,0.01,,
0.37,0.17,,,"[200, 227, 87, 110]","[26, 251, 108, 133]",,,0.0,0.15,,,0.14,0.05,,,0.04,0.1,,,0.36,0.34,,,0.1,0.18,,,0.0,0.01,,
0.37,0.34,,,"[200, 227, 87, 110]","[26, 253, 107, 133]",,,0.0,0.26,,,0.14,0.05,,,0.04,0.03,,,0.35,0.2,,,0.1,0.11,,,0.0,0.01,,
0.35,0.35,,,"[200, 228, 86, 110]","[26, 254, 107, 130]",,,0.0,0.21,,,0.14,0.08,,,0.04,0.01,,,0.4,0.12,,,0.07,0.21,,,0.0,0.01,,
0.18,0.34,,,"[27, 260, 101, 123]","[200, 228, 86, 110]",,,0.11,0.0,,,0.13,0.14,,,0.02,0.04,,,0.33,0.41,,,0.23,0.06,,,0.0,0.0,,
0.12,0.41,,,"[26, 260, 101, 122]","[199, 227, 87, 110]",,,0.03,0.0,,,0.16,0.15,,,0.04,0.03,,,0.43,0.29,,,0.22,0.12,,,0.0,0.0,,
0.16,0.43,,,"[26, 260, 102, 123]","[199, 228, 86, 109]",,,0.14,0.0,,,0.12,0.15,,,0.02,0.03,,,0.36,0.29,,,0.2,0.1,,,0.0,0.0,,
0.16,0.4,,,"[25, 260, 103, 124]","[199, 228, 86, 109]",,,0.13,0.0,,,0.11,0.15,,,0.03,0.03,,,0.41,0.31,,,0.16,0.1,,,0.0,0.0,,
0.19,0.41,,,"[25, 260, 103, 124]","[199, 228, 86, 109]",,,0.11,0.0,,,0.12,0.15,,,0.02,0.02,,,0.38,0.3,,,0.17,0.11,,,0.0,0.0,,
0.19,0.27,,,"[25, 261, 102, 123]","[200, 226, 87, 112]",,,0.13,0.0,,,0.12,0.12,,,0.02,0.03,,,0.31,0.49,,,0.22,0.09,,,0.0,0.0,,
0.19,0.41,,,"[25, 262, 102, 122]","[199, 228, 85, 109]",,,0.1,0.0,,,0.14,0.18,,,0.01,0.03,,,0.3,0.29,,,0.26,0.1,,,0.0,0.0,,
0.22,0.31,,,"[26, 262, 101, 122]","[200, 226, 85, 112]",,,0.16,0.0,,,0.12,0.11,,,0.02,0.04,,,0.27,0.45,,,0.22,0.09,,,0.0,0.0,,
0.19,0.31,,,"[25, 261, 102, 123]","[200, 226, 86, 112]",,,0.14,0.0,,,0.13,0.11,,,0.02,0.04,,,0.3,0.44,,,0.21,0.09,,,0.0,0.0,,
0.21,0.22,,,"[26, 262, 102, 122]","[200, 226, 86, 111]",,,0.15,0.0,,,0.14,0.11,,,0.01,0.03,,,0.26,0.52,,,0.22,0.12,,,0.0,0.0,,
0.14,0.26,,,"[26, 261, 101, 122]","[200, 226, 87, 112]",,,0.09,0.0,,,0.16,0.11,,,0.03,0.03,,,0.35,0.49,,,0.22,0.1,,,0.0,0.0,,
0.18,0.35,,,"[26, 261, 101, 123]","[200, 230, 84, 107]",,,0.12,0.0,,,0.17,0.13,,,0.02,0.03,,,0.3,0.42,,,0.21,0.07,,,0.0,0.0,,
0.15,0.59,,,"[13, 241, 108, 133]","[112, 376, 51, 67]",,,0.0,0.0,,,0.24,0.04,,,0.01,0.1,,,0.47,0.17,,,0.13,0.09,,,0.01,0.01,,
0.17,,,,"[14, 241, 107, 130]",,,,0.0,,,,0.14,,,,0.01,,,,0.6,,,,0.08,,,,0.01,,,
0.07,,,,"[20, 244, 103, 127]",,,,0.0,,,,0.04,,,,0.0,,,,0.68,,,,0.2,,,,0.0,,,
0.12,,,,"[17, 241, 105, 135]",,,,0.0,,,,0.09,,,,0.0,,,,0.61,,,,0.17,,,,0.0,,,
0.13,0.02,,,"[17, 241, 105, 135]","[283, 613, 13, 15]",,,0.0,0.0,,,0.09,0.1,,,0.0,0.8,,,0.61,0.03,,,0.17,0.04,,,0.0,0.02,,
0.26,0.01,,,"[23, 249, 103, 130]","[283, 613, 12, 16]",,,0.0,0.0,,,0.14,0.18,,,0.0,0.62,,,0.39,0.11,,,0.2,0.04,,,0.0,0.04,,
0.5,,,,"[25, 250, 105, 129]",,,,0.0,,,,0.03,,,,0.01,,,,0.41,,,,0.06,,,,0.0,,,
0.28,,,,"[27, 247, 105, 134]",,,,0.0,,,,0.11,,,,0.01,,,,0.55,,,,0.03,,,,0.03,,,
0.24,,,,"[30, 240, 111, 142]",,,,0.0,,,,0.35,,,,0.01,,,,0.16,,,,0.04,,,,0.2,,,
0.28,,,,"[30, 238, 109, 138]",,,,0.0,,,,0.03,,,,0.01,,,,0.64,,,,0.03,,,,0.01,,,
0.46,0.01,,,"[29, 236, 109, 137]","[283, 613, 13, 15]",,,0.0,0.0,,,0.03,0.11,,,0.01,0.78,,,0.47,0.03,,,0.03,0.04,,,0.01,0.02,,
0.34,0.01,,,"[33, 238, 106, 136]","[283, 613, 13, 15]",,,0.0,0.0,,,0.04,0.12,,,0.02,0.77,,,0.54,0.03,,,0.06,0.04,,,0.01,0.02,,
0.29,,,,"[35, 239, 108, 138]",,,,0.0,,,,0.09,,,,0.02,,,,0.43,,,,0.03,,,,0.14,,,
0.25,,,,"[36, 237, 110, 138]",,,,0.0,,,,0.12,,,,0.02,,,,0.44,,,,0.05,,,,0.12,,,
0.22,,,,"[39, 239, 110, 136]",,,,0.0,,,,0.07,,,,0.02,,,,0.57,,,,0.03,,,,0.09,,,
0.3,,,,"[41, 237, 112, 138]",,,,0.0,,,,0.04,,,,0.03,,,,0.56,,,,0.05,,,,0.02,,,
0.32,,,,"[42, 238, 111, 136]",,,,0.0,,,,0.04,,,,0.02,,,,0.54,,,,0.06,,,,0.02,,,
0.21,,,,"[43, 238, 111, 137]",,,,0.0,,,,0.04,,,,0.04,,,,0.63,,,,0.05,,,,0.03,,,
0.26,,,,"[45, 238, 110, 138]",,,,0.0,,,,0.07,,,,0.05,,,,0.53,,,,0.03,,,,0.06,,,
0.36,,,,"[49, 239, 107, 134]",,,,0.0,,,,0.02,,,,0.02,,,,0.56,,,,0.03,,,,0.01,,,
0.25,,,,"[49, 238, 109, 136]",,,,0.0,,,,0.01,,,,0.03,,,,0.68,,,,0.02,,,,0.01,,,
0.33,,,,"[50, 238, 110, 140]",,,,0.0,,,,0.15,,,,0.04,,,,0.34,,,,0.02,,,,0.11,,,
0.34,,,,"[51, 238, 109, 140]",,,,0.0,,,,0.2,,,,0.03,,,,0.31,,,,0.04,,,,0.08,,,
0.28,,,,"[51, 241, 108, 139]",,,,0.0,,,,0.29,,,,0.06,,,,0.26,,,,0.03,,,,0.09,,,
0.28,,,,"[52, 241, 108, 139]",,,,0.0,,,,0.37,,,,0.04,,,,0.17,,,,0.04,,,,0.11,,,
0.2,,,,"[54, 241, 108, 139]",,,,0.0,,,,0.62,,,,0.02,,,,0.05,,,,0.03,,,,0.09,,,
0.19,,,,"[53, 241, 109, 139]",,,,0.0,,,,0.48,,,,0.05,,,,0.14,,,,0.03,,,,0.1,,,
0.26,,,,"[54, 241, 108, 138]",,,,0.0,,,,0.31,,,,0.06,,,,0.28,,,,0.03,,,,0.07,,,
0.22,,,,"[54, 241, 108, 139]",,,,0.0,,,,0.33,,,,0.08,,,,0.29,,,,0.03,,,,0.05,,,
0.29,,,,"[55, 242, 107, 137]",,,,0.0,,,,0.41,,,,0.04,,,,0.13,,,,0.04,,,,0.09,,,
0.34,,,,"[55, 242, 108, 136]",,,,0.0,,,,0.28,,,,0.06,,,,0.2,,,,0.03,,,,0.08,,,
0.28,,,,"[55, 242, 108, 136]",,,,0.0,,,,0.37,,,,0.05,,,,0.17,,,,0.03,,,,0.1,,,
0.28,,,,"[56, 241, 107, 137]",,,,0.0,,,,0.34,,,,0.06,,,,0.21,,,,0.04,,,,0.08,,,
0.28,,,,"[56, 242, 107, 136]",,,,0.0,,,,0.38,,,,0.03,,,,0.15,,,,0.03,,,,0.12,,,
0.28,,,,"[56, 242, 107, 136]",,,,0.0,,,,0.4,,,,0.03,,,,0.14,,,,0.03,,,,0.12,,,
0.28,,,,"[56, 242, 108, 137]",,,,0.0,,,,0.32,,,,0.02,,,,0.26,,,,0.03,,,,0.1,,,
